State,Name,ID,Org Type,SSW,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,
NY,Broome County Department of Public Transportation(Broome County),2003,City,N,MB,DO,38,45,,1121.857,,1201.56,,"1,125.7",,101.3,,95.4,,"2,371.6",,"8,371.8",
,,,,,Total,,54,66,,1121.857,,1894.255,,"1,750.2",,150.0,,139.9,,"2,471.5",,"9,229.1",
NY,C-TRAN(C TRAN),2005,City,Y,DR,PT,9,,,,,,,266.4,,,,18.1,,66.8,,,
NY,C-TRAN(C TRAN),2005,City,Y,MB,PT,13,,,,,,,703.5,,,,37.4,,639.7,,,
,,,,,Total,,22,,,,,,,969.9,,,,55.6,,706.5,,,
NY,"CNY Centro, Inc. (CNY Centro )",2018,Subsidiary,N,DR,DO,18,22,,0,,582.438,,519.6,,40.6,,36.6,,75.2,,445.5,
NY,"CNY Centro, Inc. (CNY Centro )",2018,Subsidiary,N,DR,PT,18,29,,0,,556.686,,472.0,,45.4,,38.0,,70.5,,492.7,
NY,"CNY Centro, Inc. (CNY Centro )",2018,Subsidiary,N,DT,PT,4,4,,0,,99.709,,99.7,,10.0,,10.0,,13.1,,78.6,
NY,"CNY Centro, Inc. (CNY Centro )",2018,Subsidiary,N,MB,DO,128,163,,2988.407,,3462.78,,"3,055.4",,291.4,,263.3,,"10,226.9",,"30,689.3",
,,,,,Total,,168,218,,2988.407,,4701.613,,"4,146.8",,387.4,,347.9,,"10,385.8",,"31,706.1",
NY,Capital District Transportation Authority(CDTA),2002,Authority,N,CB,PT,11,15,,313.99,,508.572,,313.8,,15.6,,10.1,,157.3,,"4,971.2",
NY,Capital District Transportation Authority(CDTA),2002,Authority,N,DR,DO,28,41,,0,,1534.716,,"1,341.2",,83.4,,76.0,,139.5,,"1,215.8",
NY,Capital District Transportation Authority(CDTA),2002,Authority,N,DT,PT,24,0,,0,,166.308,,166.3,,19.3,,19.3,,118.2,,392.6,
NY,Capital District Transportation Authority(CDTA),2002,Authority,N,MB,DO,195,236,,7373.801,,8152.112,,"7,294.5",,646.2,,603.1,,"14,442.0",,"48,091.7",
NY,Capital District Transportation Authority(CDTA),2002,Authority,N,VP,PT,15,16,,0,,201.755,,201.8,,4.5,,4.5,,24.9,,746.8,
,,,,,Total,,273,308,,7687.791,,10563.463,,"9,317.7",,769.0,,713.0,,"14,881.8",,"55,418.2",
NY,"Centro of Cayuga, Inc.(Centro of Cayuga)",2116,Subsidiary,N,MB,DO,11,13,,489.402,,548.201,,531.3,,30.6,,29.4,,428.7,,"3,021.5",
NY,"Centro of Oneida, Inc.(Centro of Oneida)",2185,Subsidiary,N,DR,DO,8,9,,0,,196.647,,147.3,,17.0,,14.2,,31.5,,115.5,
NY,"Centro of Oneida, Inc.(Centro of Oneida)",2185,Subsidiary,N,MB,DO,23,34,,991.356,,1010.95,,981.9,,82.8,,80.7,,"1,277.9",,"4,349.1",
,,,,,Total,,31,43,,991.356,,1207.597,,"1,129.2",,99.7,,94.9,,"1,309.4",,"4,464.6",
NY,"Centro of Oswego, Inc.(Centro of Oswego)",2172,Subsidiary,N,MB,DO,12,15,,473.632,,503.182,,487.7,,29.8,,28.6,,488.5,,"3,695.0",
NY,City of Kingston Citibus,2191,City,Y,DR,DO,2,,,,,,,21.0,,,,2.6,,4.9,,,
NY,City of Kingston Citibus,2191,City,Y,MB,DO,6,,,,,,,127.6,,,,4.1,,93.8,,,
,,,,,Total,,8,,,,,,,148.6,,,,6.7,,98.7,,,
NY,City of Long Beach(Long Beach Bus),2006,City,N,DR,DO,3,4,,0,,53.178,,51.3,,10.5,,10.1,,18.0,,58.3,
NY,City of Long Beach(Long Beach Bus),2006,City,N,MB,DO,5,11,,301.026,,333.368,,295.4,,33.8,,31.8,,316.5,,767.7,
,,,,,Total,,8,15,,301.026,,386.546,,346.7,,44.3,,42.0,,334.5,,826.0,
NY,City of Mechanicville,2213,City,Y,MB,DO,3,,,,,,,17.3,,,,2.1,,7.8,,,
NY,City of Poughkeepsie,2009,City,N,MB,DO,6,9,,189.742,,194.886,,189.7,,15.6,,15.3,,403.2,,"1,250.5",
NY,Clarkstown Mini-Trans,2085,Authority,Y,MB,DO,10,,,,,,,322.8,,,,18.9,,134.0,,,
NY,Dutchess County Division of Mass Transportation(Loop Bus),2010,City,N,DR,DO,18,19,,0,,281.888,,199.5,,15.6,,10.0,,24.4,,180.2,
NY,Dutchess County Division of Mass Transportation(Loop Bus),2010,City,N,MB,DO,26,27,,779.13,,844.794,,778.0,,46.1,,41.2,,426.2,,"2,451.9",
,,,,,Total,,44,46,,779.13,,1126.682,,977.5,,61.7,,51.1,,450.7,,"2,632.1",
NY,Greater Glens Falls Transit System(GGFT),2120,City,Y,DR,DO,1,,,,,,,14.0,,,,2.0,,1.9,,,
NY,Greater Glens Falls Transit System(GGFT),2120,City,Y,MB,DO,5,,,,,,,336.0,,,,18.6,,340.0,,,
,,,,,Total,,6,,,,,,,350.0,,,,20.5,,341.9,,,
NY,"Hendrick Hudson Bus Lines, Inc.(HHBL)",2179,Contractor,Y,CB,DO,6,,,,,,,362.5,,,,13.1,,48.1,,,
NY,Huntington Area Rapid Transit(HART),2071,City,N,DR,DO,11,12,,0,,239.529,,220.4,,18.2,,17.0,,39.0,,239.8,
NY,Huntington Area Rapid Transit(HART),2071,City,N,MB,DO,10,12,,332.983,,330.584,,312.3,,22.8,,21.2,,218.8,,953.4,
,,,,,Total,,21,24,,332.983,,570.113,,532.8,,41.0,,38.2,,257.8,,"1,193.2",
NY,Kaser Bus Service(Kaser),2176,Authority,Y,MB,PT,3,,,,,,,132.5,,,,2.4,,47.2,,,
NY,MTA Bus Company(MTABUS),2188,Subsidiary,N,MB,DO,"1,050",1264,,26935.825,,35418.41,,"26,539.7",,"3,925.9",,"3,042.9",,"120,877.8",,"371,180.6",
NY,MTA Long Island Rail Road(MTA LIRR),2100,Subsidiary,N,CR,DO,"1,007",1185,,63247.313,,71483.857,,"62,763.8",,"2,307.6",,"2,038.5",,"96,953.1",,"2,083,399.6",
NY,MTA New York City Transit(NYCT),2008,Subsidiary,N,DR,PT,"1,669",1793,,0,,55337.319,,"47,517.6",,"4,762.7",,"4,069.8",,"6,137.0",,"54,417.5",
NY,MTA New York City Transit(NYCT),2008,Subsidiary,N,HR,DO,"5,272",5343,,354094.369,,352307.161,,"341,625.3",,"19,802.2",,"18,798.2",,"2,569,543.5",,"10,327,239.9",
NY,MTA New York City Transit(NYCT),2008,Subsidiary,N,MB,DO,"3,772",4431,,93793.4,,114474.635,,"95,129.1",,"14,730.5",,"12,393.4",,"805,381.5",,"1,808,151.7",
,,,,,Total,,"10,713",11567,,447887.769,,522119.115,,"484,272.0",,"39,295.4",,"18,522.5",,"3,381,062.0",,"12,189,809.1",
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad(MTA-MNCR)",2078,Subsidiary,N,CR,DO,"1,156",1217,,60449.297,,68991.783,,"61,158.3",,"1,876.2",,"1,680.1",,"82,807.7",,"2,437,326.7",
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad(MTA-MNCR)",2078,Subsidiary,N,FB,PT,2,2,,49.733,,48.754,,48.8,,4.5,,4.5,,200.6,,755.2,
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad(MTA-MNCR)",2078,Subsidiary,N,MB,PT,7,13,,107.876,,151.074,,106.2,,20.9,,18.3,,349.0,,119.6,
,,,,,Total,,"1,165",1232,,60606.906,,69191.611,,"61,313.2",,"1,901.5",,249.2,,"83,357.3",,"2,438,201.5",
NY,Monroe Bus Corporation,2137,For-Profit,N,CB,DO,12,21,,686.806,,714.452,,683.6,,20.5,,18.6,,315.3,,"18,271.5",
NY,Monsey New Square Trails Corporation,2135,For-Profit,N,MB,DO,32,34,,1135.026,,1209.144,,"1,130.1",,50.0,,48.2,,613.9,,"24,619.0",
NY,Nassau Inter County Express(NICE),2206,City,N,DR,PT,82,95,,0,,3113.898,,"2,244.7",,251.1,,196.7,,345.6,,"2,753.2",
NY,Nassau Inter County Express(NICE),2206,City,N,MB,PT,247,302,,9619.294,,11114.596,,"9,515.5",,863.1,,772.1,,"29,176.0",,"143,702.5",
,,,,,Total,,329,397,,9619.294,,14228.494,,"11,760.3",,"1,114.2",,968.8,,"29,521.6",,"146,455.7",
NY,New York City Department of Transportation(NYCDOT),2082,City,N,FB,DO,4,5,,184.208,,185.463,,184.1,,17.7,,17.6,,"22,178.8",,"115,330.0",
NY,New York City Department of Transportation(NYCDOT),2082,City,N,MB,PT,24,27,,622.705,,1204.161,,622.7,,47.4,,27.9,,655.5,,"4,230.0",
,,,,,Total,,28,32,,806.913,,1389.624,,806.8,,65.1,,45.4,,"22,834.4",,"119,559.9",
NY,Newburgh Beacon Bus Corporation(NBBC),2148,For-Profit,Y,DR,DO,4,,,,,,,135.5,,,,5.7,,26.8,,,
NY,Newburgh Beacon Bus Corporation(NBBC),2148,For-Profit,Y,MB,DO,6,,,,,,,190.6,,,,12.9,,122.0,,,
,,,,,Total,,10,,,,,,,326.1,,,,18.6,,148.7,,,
NY,Niagara Frontier Transportation Authority(NFT Metro),2004,Authority,N,DR,DO,69,74,,0,,2085.013,,"1,627.8",,118.9,,94.7,,171.4,,"1,704.0",
NY,Niagara Frontier Transportation Authority(NFT Metro),2004,Authority,N,LR,DO,23,27,,997.736,,1027.954,,"1,010.3",,92.6,,89.2,,"7,093.2",,"19,375.2",
NY,Niagara Frontier Transportation Authority(NFT Metro),2004,Authority,N,MB,DO,274,321,,8654.05,,11143.647,,"9,028.5",,925.7,,816.8,,"23,490.1",,"86,351.9",
,,,,,Total,,366,422,,9651.786,,14256.614,,"11,666.6",,"1,137.2",,943.6,,"30,754.7",,"107,431.1",
NY,Private Transportation Corporation,2175,For-Profit,N,MB,PT,6,8,,209.616,,223.783,,217.1,,17.0,,16.4,,665.3,,"4,479.0",
NY,Putnam County Transit(PART),2096,City,N,DR,PT,10,11,,0,,205.011,,159.7,,11.1,,9.6,,20.5,,161.1,
NY,Putnam County Transit(PART),2096,City,N,MB,PT,6,12,,427.444,,442.482,,423.2,,19.2,,18.6,,145.5,,"1,741.4",
,,,,,Total,,16,23,,427.444,,647.493,,583.0,,30.3,,28.2,,165.9,,"1,902.5",
NY,"Regional Transit Service, Inc. and Lift Line, Inc.(R-GRTA)",2113,Authority,N,DR,DO,39,52,,0,,1720.259,,"1,426.9",,105.2,,92.6,,167.2,,"1,248.7",
NY,"Regional Transit Service, Inc. and Lift Line, Inc.(R-GRTA)",2113,Authority,N,MB,DO,217,257,,5955.057,,5946.705,,"5,012.1",,504.0,,438.4,,"22,547.8",,"57,560.4",
,,,,,Total,,256,309,,5955.057,,7666.964,,"6,439.0",,609.2,,531.0,,"22,715.0",,"58,809.1",
NY,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway(SIRTOA)",2099,Authority,N,HR,DO,46,63,,2515.108,,2622.331,,"2,392.2",,119.9,,111.6,,"6,467.9",,"37,666.9",
NY,Suffolk County Department of Public Works - Transportation Division(ST),2072,City,N,DR,PT,113,132,,0,,7538.549,,"6,382.2",,362.0,,312.0,,522.2,,"6,088.7",
NY,Suffolk County Department of Public Works - Transportation Division(ST),2072,City,N,MB,PT,130,158,,7259.21,,8054.348,,"7,174.4",,423.2,,383.7,,"6,016.1",,"46,323.8",
,,,,,Total,,243,290,,7259.21,,15592.897,,"13,556.5",,785.1,,695.6,,"6,538.3",,"52,412.6",
NY,Tioga County(Tioga County Transit),2158,City,Y,DR,PT,5,,,,,,,237.3,,,,10.6,,16.1,,,
NY,Tioga County(Tioga County Transit),2158,City,Y,MB,PT,12,,,,,,,539.8,,,,20.4,,71.9,,,
,,,,,Total,,17,,,,,,,777.1,,,,31.0,,88.0,,,
NY,Tompkins Consolidated Area Transit(TCAT),2145,Non-Profit,N,DR,PT,21,30,,0,,515.673,,468.0,,29.7,,27.4,,69.3,,505.9,
NY,Tompkins Consolidated Area Transit(TCAT),2145,Non-Profit,N,MB,DO,44,54,,1564.417,,1611.288,,"1,566.0",,122.6,,119.6,,"4,128.2",,"9,453.7",
NY,Tompkins Consolidated Area Transit(TCAT),2145,Non-Profit,N,VP,PT,2,2,,0,,27.946,,27.9,,0.6,,0.6,,5.4,,135.7,
,,,,,Total,,67,86,,1564.417,,2154.907,,"2,062.0",,152.8,,147.6,,"4,203.0",,"10,095.3",
NY,Town of Highlands Dial-A-Bus(None),2182,Authority,Y,DR,DO,1,,,,,,,13.0,,,,2.7,,4.3,,,
NY,Town of Monroe Dial-A-Bus(Monroe DAB),2183,City,N,DR,DO,7,8,,0,,108.837,,101.5,,10.2,,9.7,,27.8,,87.4,
NY,Town of Newburgh,2143,City,Y,DR,DO,2,,,,,,,33.4,,,,2.3,,5.4,,,
NY,Town of Warwick Dial A Bus(Warwick DAB),2214,City,Y,DR,DO,6,,,,,,,130.3,,,,16.5,,32.9,,,
NY,Transport of Rockland(TOR),2084,City,N,MB,PT,52,62,,2353.909,,2754.932,,"2,353.9",,144.7,,131.1,,"3,322.9",,"21,442.1",
NY,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens(TRIPS),2086,City,Y,DR,DO,19,,,,,,,531.9,,,,27.0,,69.7,,,
NY,Ulster County Area Transit(UCAT),2178,City,N,DR,DO,3,4,,0,,122.303,,98.8,,7.5,,6.2,,9.4,,145.0,
NY,Ulster County Area Transit(UCAT),2178,City,N,MB,DO,16,26,,959.655,,996.409,,951.4,,54.3,,52.1,,355.1,,"3,695.9",
,,,,,Total,,19,30,,959.655,,1118.712,,"1,050.2",,61.8,,58.3,,364.5,,"3,840.9",
NY,Village of Kiryas Joel(KJ),2187,City,Y,MB,DO,5,,,,,,,86.9,,,,7.3,,69.2,,,
NY,Village of Spring Valley Bus(Spring Valley Jitney),2089,City,Y,MB,DO,1,,,,,,,31.6,,,,3.4,,13.0,,,
NY,Watertown CitiBus,2215,City,Y,DR,PT,2,,,,,,,25.7,,,,5.3,W,8.1,,,
NY,Watertown CitiBus,2215,City,Y,MB,DO,3,,,,,,,111.1,,,,9.9,,147.8,,,
,,,,,Total,,5,,,,,,,136.8,,,,15.2,Q,155.9,,,
NY,Westchester County Bee-Line System(The Bee-Line System),2076,City,N,DR,PT,64,91,,0,,3192.181,,"2,715.7",,174.7,,155.7,,222.7,,"3,126.3",
NY,Westchester County Bee-Line System(The Bee-Line System),2076,City,N,MB,PT,268,329,,7775.722,,10135.385,,"7,636.9",,813.0,,703.8,,"32,117.8",,"138,556.1",
,,,,,Total,,332,420,,7775.722,,13327.566,,"10,352.6",,987.6,,859.5,,"32,340.5",,"141,682.4",
OH,Brunswick Transit Alternative(BTA),5143,City,N,MB,DO,3,4,,114.444,,108.802,,106.7,,7.5,,7.4,,36.6,,195.9,
OH,Butler County Regional Transit Authority(BCRTA),5157,Authority,N,CB,DO,4,5,,157.734,,194.7,,157.7,,9.4,,7.5,,30.6,,641.6,
OH,Butler County Regional Transit Authority(BCRTA),5157,Authority,N,DR,DO,22,23,,0,,734.387,,614.6,,47.2,,38.2,,47.1,,515.4,
,,,,,Total,,26,28,,157.734,,929.087,,772.3,,56.6,,45.7,,77.7,,"1,157.0",
OH,Central Ohio Transit Authority(COTA),5016,Authority,N,DR,PT,68,74,,0,,3484.254,,"3,082.2",,176.5,,159.3,,269.0,,"2,696.1",
OH,Central Ohio Transit Authority(COTA),5016,Authority,N,MB,DO,257,308,,9546.309,,11859.067,,"9,689.7",,861.2,,789.0,,"18,423.4",,"70,809.4",
,,,,,Total,,325,382,,9546.309,,15343.321,,"12,771.9",,"1,037.7",,948.3,,"18,692.3",,"73,505.6",
OH,City of Middletown - Middletown Transit System(MTS),5019,City,Y,DR,DO,2,,,,,,,39.0,,,,3.1,,6.6,,,
OH,City of Middletown - Middletown Transit System(MTS),5019,City,Y,MB,DO,4,,,,,,,206.1,,,,14.0,,202.0,,,
,,,,,Total,,6,,,,,,,245.2,,,,17.0,,208.6,,,
OH,City of Newark Transit Operations(Earthworks),5138,City,Y,DR,PT,13,,,,,,,226.0,,,,18.0,,46.0,,,
OH,City of Shelby,5195,City,Y,DR,DO,1,,,,,,,20.0,,,,1.9,,7.5,,,
OH,Clermont Transportation Connection(CTC),5166,City,N,DR,DO,16,22,,0,,456.471,,353.7,,25.1,,18.9,,31.0,,324.1,
OH,Clermont Transportation Connection(CTC),5166,City,N,DR,PT,21,26,,0,,728.544,,614.1,,44.0,,38.0,,61.5,,714.0,
OH,Clermont Transportation Connection(CTC),5166,City,N,MB,DO,9,12,,142.731,,264.13,,142.4,,9.9,,5.3,,74.5,,"1,035.6",
,,,,,Total,,46,60,,142.731,,1449.145,,"1,110.2",,79.0,,62.3,,166.9,,"2,073.7",
OH,Delaware County Transit Board(DATA),5199,Authority,N,DR,DO,11,13,,0,,448.562,,395.1,,24.7,,23.2,,48.0,,248.3,Q
OH,Delaware County Transit Board(DATA),5199,Authority,N,MB,DO,5,7,,98.566,,108.948,,98.6,,8.8,,7.2,,22.3,,199.7,
,,,,,Total,,16,20,,98.566,,557.51,,493.7,,33.5,,30.4,,70.3,,448.0,
OH,Greater Dayton Regional Transit Authority(GDRTA),5017,Authority,N,DR,DO,68,93,,0,,2484.854,,"2,112.6",,150.6,,136.3,,234.1,,"2,076.8",
OH,Greater Dayton Regional Transit Authority(GDRTA),5017,Authority,N,MB,DO,87,105,,5209.927,,5414.567,,"5,214.1",,350.3,,336.2,,"7,358.4",,"33,993.9",
OH,Greater Dayton Regional Transit Authority(GDRTA),5017,Authority,N,TB,DO,26,35,,883.693,,904.539,,881.9,,84.4,,81.8,,"2,476.3",,"7,464.5",
,,,,,Total,,181,233,,6093.62,,8803.96,,"8,208.7",,585.2,,554.3,,"10,068.8",,"43,535.3",
OH,Greene County Transit Board(Greene CATS),5165,City,N,DR,PT,29,36,,0,,1122.875,,892.2,,59.0,,47.2,,181.2,,"1,810.4",
OH,Laketran,5117,Authority,N,CB,DO,14,22,,289.089,,537.047,,269.4,,19.9,,9.9,,198.4,,"4,619.2",
OH,Laketran,5117,Authority,N,DR,DO,54,67,,0,,1869.137,,"1,594.9",,102.2,,84.7,,189.0,,"1,902.1",
OH,Laketran,5117,Authority,N,DR,PT,8,11,,0,,269.325,,216.1,,16.2,,12.0,,37.1,,375.1,
OH,Laketran,5117,Authority,N,MB,DO,10,18,,496.536,,582.876,,494.8,,38.4,,34.1,,331.8,,"1,592.8",
,,,,,Total,,86,118,,785.625,,3258.385,,"2,575.2",,176.6,,140.6,,756.4,,"8,489.1",
OH,Lawrence County Port Authority(LCT),5186,Authority,Y,DR,PT,11,,,,,,,45.9,,,,3.6,,6.7,,,
OH,Lawrence County Port Authority(LCT),5186,Authority,Y,MB,PT,5,,,,,,,131.5,,,,6.7,,24.3,,,
,,,,,Total,,16,,,,,,,177.4,,,,10.3,,31.0,,,
OH,Licking County Transit Board(LCTB),5163,City,N,DR,PT,33,35,,0,,1472.486,,"1,247.8",,68.6,,59.2,,134.7,,"1,257.4",
OH,Lima Allen County Regional Transit Authority(LACRTA),5093,Authority,N,DR,PT,8,8,,0,,55.525,,54.1,,3.6,,3.6,,48.1,,385.1,
OH,Lima Allen County Regional Transit Authority(LACRTA),5093,Authority,N,DR,DO,11,14,,0,,186.663,,156.4,,12.7,,10.0,,42.4,,284.6,
OH,Lima Allen County Regional Transit Authority(LACRTA),5093,Authority,N,MB,DO,6,9,,298.313,,293.757,,287.1,,24.3,,23.5,,272.6,,269.1,
,,,,,Total,,25,31,,298.313,,535.945,,497.5,,40.6,,37.0,,363.2,,938.8,
OH,Lorain County Transit(LCT),5095,City,Y,DR,PT,3,,,,,,,54.0,,,,5.3,,8.2,,,
OH,Lorain County Transit(LCT),5095,City,Y,MB,PT,4,,,,,,,128.2,,,,7.7,,67.2,,,
,,,,,Total,,7,,,,,,,182.3,,,,13.0,,75.4,,,
OH,METRO Regional Transit Authority (METRO),5010,Authority,N,CB,DO,7,8,,177.93,,237.866,,177.5,,8.2,,6.6,,89.7,,"3,538.5",
OH,METRO Regional Transit Authority (METRO),5010,Authority,N,DR,DO,78,87,,0,,1646.791,,"1,427.9",,110.3,,99.6,,202.4,,"1,093.9",
OH,METRO Regional Transit Authority (METRO),5010,Authority,N,DT,PT,48,48,,0,,225.38,,225.4,,13.0,,13.0,,39.9,,225.4,
OH,METRO Regional Transit Authority (METRO),5010,Authority,N,MB,DO,103,151,,3467.309,,3988.734,,"3,268.5",,298.7,,270.4,,"5,140.4",,"16,906.8",
,,,,,Total,,236,294,,3645.239,,6098.771,,"5,099.2",,430.2,,389.6,,"5,472.4",,"21,764.7",
OH,Medina County Public Transit(MCPT),5198,City,N,DR,DO,16,19,,0,,595.216,,459.9,,38.8,,26.5,,84.7,,487.3,
OH,Medina County Public Transit(MCPT),5198,City,N,DT,PT,6,0,,0,,87.841,,87.8,,4.5,,4.5,,4.5,,87.8,
OH,Medina County Public Transit(MCPT),5198,City,N,MB,DO,2,4,,51.507,,59.681,,52.3,,5.5,,4.8,,22.2,,0.0,W
,,,,,Total,,24,23,,51.507,,742.738,,600.0,,48.8,,35.8,,111.3,,575.1,Q
OH,Miami County Public Transit(MCPT),5169,City,N,DR,PT,17,18,,0,,439.74,,380.1,,22.9,,19.2,,41.6,,337.9,
OH,Portage Area Regional Transportation Authority(PARTA),5021,Authority,N,DR,DO,29,37,,0,,909.499,,773.4,,49.4,,43.1,,119.8,,"1,034.0",
OH,Portage Area Regional Transportation Authority(PARTA),5021,Authority,N,MB,DO,24,45,,839.474,,859.15,,833.4,,64.5,,61.7,,"1,412.5",,"4,053.8",
,,,,,Total,,53,82,,839.474,,1768.649,,"1,606.8",,113.9,,104.8,,"1,532.3",,"5,087.8",
OH,Richland County Transit(RCT),5090,Authority,Y,DR,PT,4,,,,,,,87.7,,,,7.5,,20.2,,,
OH,Richland County Transit(RCT),5090,Authority,Y,MB,PT,8,,,,,,,264.8,,,,19.4,,258.7,,,
,,,,,Total,,12,,,,,,,352.5,,,,26.9,,278.9,,,
OH,Southwest Ohio Regional Transit Authority(SORTA / Metro),5012,City,N,DR,PT,48,52,,0,,1450.664,,"1,258.2",,89.4,,73.3,,162.8,,"1,816.5",
OH,Southwest Ohio Regional Transit Authority(SORTA / Metro),5012,City,N,MB,DO,289,346,,9335.983,,11196.56,,"9,351.1",,774.2,,713.2,,"17,390.3",,"86,595.7",
,,,,,Total,,337,398,,9335.983,,12647.224,,"10,609.3",,863.6,,786.5,,"17,553.1",,"88,412.2",
OH,Springfield City Area Transit(SCAT),5020,City,Y,DR,PT,3,,,,,,,32.6,,,,2.3,,7.5,,,
OH,Springfield City Area Transit(SCAT),5020,City,Y,MB,PT,11,,,,,,,253.4,,,,19.8,,296.4,,,
,,,,,Total,,14,,,,,,,286.0,,,,22.1,,303.9,,,
OH,Stark Area Regional Transit Authority(SARTA),5011,Authority,N,DR,DO,23,42,,0,,1258.281,,"1,132.0",,59.5,,55.9,,140.0,,"1,221.3",
OH,Stark Area Regional Transit Authority(SARTA),5011,Authority,N,MB,DO,34,38,,2123.628,,2245.598,,"2,119.3",,141.1,,137.5,,"2,518.9",,"12,619.7",
,,,,,Total,,57,80,,2123.628,,3503.879,,"3,251.4",,200.6,,193.3,,"2,658.9",,"13,841.0",
OH,Steel Valley Regional Transit Authority(Steel Valley RTA),5142,Authority,Y,DR,DO,1,,,,,,,21.5,,,,2.0,,2.5,,,
OH,Steel Valley Regional Transit Authority(Steel Valley RTA),5142,Authority,Y,MB,DO,6,,,,,,,177.2,,,,12.5,,165.3,,,
,,,,,Total,,7,,,,,,,198.6,,,,14.6,,167.9,,,
OH,The Greater Cleveland Regional Transit Authority(GCRTA),5015,Authority,N,DR,DO,79,84,,0,,3240.621,,"2,840.7",,214.0,,189.2,,398.5,,"2,715.3",
OH,The Greater Cleveland Regional Transit Authority(GCRTA),5015,Authority,N,DR,PT,55,62,,0,,2325.541,,"1,981.2",,153.3,,133.6,,251.6,,"1,857.6",
OH,The Greater Cleveland Regional Transit Authority(GCRTA),5015,Authority,N,HR,DO,20,60,,1987.643,,2001.366,,"1,989.3",,104.4,,102.6,,"6,240.5",,"43,551.1",
OH,The Greater Cleveland Regional Transit Authority(GCRTA),5015,Authority,N,LR,DO,13,48,,671.14,,710.186,,699.0,,48.0,,46.7,,"2,856.4",,"16,938.8",
OH,The Greater Cleveland Regional Transit Authority(GCRTA),5015,Authority,N,MB,DO,303,399,,12244.719,,14432.932,,"12,224.8",,"1,156.8",,"1,035.8",,"33,858.0",,"144,368.7",
OH,The Greater Cleveland Regional Transit Authority(GCRTA),5015,Authority,N,RB,DO,16,21,,692.985,,710.091,,688.1,,76.4,,73.9,,"4,629.2",,"11,748.3",
,,,,,Total,,486,674,,15596.487,,23420.737,,"20,423.1",,"1,752.9",,"1,529.2",,"48,234.1",,"221,179.8",
OH,Toledo Area Regional Transit Authority(TARTA),5022,State Government,N,DR,DO,62,74,,0,,2175.666,,"1,877.6",,156.4,,136.2,,300.5,,"2,479.5",
OH,Toledo Area Regional Transit Authority(TARTA),5022,State Government,N,MB,DO,94,123,,2704.44,,3306.536,,"2,810.6",,283.2,,271.8,,"3,114.5",,"13,485.5",
,,,,,Total,,156,197,,2704.44,,5482.202,,"4,688.2",,439.6,,408.0,,"3,415.0",,"15,965.0",
OH,Trumbull County Transit Board(TCTS),5197,City,N,DR,PT,24,28,,0,,691.207,,635.7,,35.0,,32.7,,49.9,,574.4,
OH,Warren County Transit Services(WCTS),5200,City,Y,DR,PT,19,,,,,,,451.5,,,,28.0,,45.2,,,
OH,Washington County Commissioners(CABL Bus lines),3098,City,Y,DR,PT,1,,,,,,,13.3,,,,2.3,,3.7,,,
OH,Washington County Commissioners(CABL Bus lines),3098,City,Y,MB,PT,5,,,,,,,80.6,,,,5.1,,18.1,,,
,,,,,Total,,6,,,,,,,93.9,,,,7.4,,21.8,,,
OH,Western Reserve Transit Authority(WRTA),5024,Authority,N,DR,DO,14,20,,0,,456.063,,384.8,,27.9,,24.9,,46.3,,290.5,
OH,Western Reserve Transit Authority(WRTA),5024,Authority,N,MB,DO,38,51,,1087.192,,1209.611,,"1,087.1",,86.1,,81.0,,"1,811.8",,"5,432.1",
,,,,,Total,,52,71,,1087.192,,1665.674,,"1,471.9",,114.0,,106.0,,"1,858.1",,"5,722.7",
OK,Central Oklahoma Transportation and Parking Authority(COTPA),6017,City,N,DR,DO,17,20,,0,,566.091,,462.3,,31.2,,28.1,,41.7,,354.4,
OK,Central Oklahoma Transportation and Parking Authority(COTPA),6017,City,N,DT,PT,4,4,,0,,53.719,,53.7,,3.5,,3.5,,13.1,,62.4,
OK,Central Oklahoma Transportation and Parking Authority(COTPA),6017,City,N,FB,PT,2,3,,4.851,,4.848,,4.8,,1.2,,1.2,,8.9,,31.9,
OK,Central Oklahoma Transportation and Parking Authority(COTPA),6017,City,N,MB,PT,4,7,,146.643,,146.643,,132.2,,8.0,,7.5,,37.7,,262.2,
OK,Central Oklahoma Transportation and Parking Authority(COTPA),6017,City,N,MB,DO,45,62,,2395.596,,2437.07,,"2,394.6",,153.7,,152.2,,"2,801.5",,"15,065.2",
,,,,,Total,,72,96,,2547.09,,3208.371,,"3,047.7",,197.6,,192.6,,"2,902.8",,"15,776.0",
OK,City of Edmond(Citylink),6118,City,Y,CB,PT,2,,,,,,,89.2,,,,4.2,,59.5,,,
OK,City of Edmond(Citylink),6118,City,Y,DR,PT,1,,,,,,,54.1,,,,2.5,,8.7,,,
OK,City of Edmond(Citylink),6118,City,Y,MB,PT,4,,,,,,,136.0,,,,11.1,,166.7,,,
,,,,,Total,,7,,,,,,,279.4,,,,17.8,,235.0,,,
