State,Name,ID,Org Type,SSW,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
,,,,,Total,,13,21,,554.3,,594.3,,589.7,,32.9,,32.1,,596.2,,"2,994.0",,
IL,City of DeKalb(DSATS),5176,City,N,DR,PT,22,27,,0.0 ,,735.1,,673.9,,45.8,,43.3,,152.2,,"1,362.7",,
IL,Decatur Public Transit System(DPTS),5061,City,N,DR,DO,6,7,,0.0 ,,137.2,,113.7,,12.4,,10.6,,21.5,,82.1,,
IL,Decatur Public Transit System(DPTS),5061,City,N,DT,PT,5,5,,0.0 ,,27.3,,27.3,,1.5,,1.5,,8.5,,27.5,,
IL,Decatur Public Transit System(DPTS),5061,City,N,MB,DO,19,24,,956.4,,967.7,,961.1,,68.8,,68.1,,"1,302.5",,"3,777.4",,
,,,,,Total,,30,36,,956.4,,"1,132.2",,"1,102.0",,82.7,,80.2,,"1,332.5",,"3,887.0",,
IL,Greater Peoria Mass Transit District(CityLink),5056,Agency,N,DR,PT,24,27,,0.0 ,,842.1,,773.6,,72.7,,57.2,,130.8,,"1,283.1",,
IL,Greater Peoria Mass Transit District(CityLink),5056,Agency,N,MB,DO,48,90,,"1,864.2",,"1,914.2",,"1,849.5",,116.6,,105.5,,"2,822.2",,"14,477.8",,
,,,,,Total,,72,117,,"1,864.2",,"2,756.2",,"2,623.1",,189.3,,162.7,,"2,953.0",,"15,760.9",,
IL,Madison County Transit District(MCT),5146,Agency,N,DR,PT,23,34,,0.0 ,,932.2,,794.2,,44.4,,39.1,,83.7,,860.9,,
IL,Madison County Transit District(MCT),5146,Agency,N,MB,PT,67,99,,"3,184.8",,"3,996.3",,"3,183.2",,208.2,,183.7,,"2,153.7",,"16,323.0",,
IL,Madison County Transit District(MCT),5146,Agency,N,VP,PT,98,121,,0.0 ,,"1,944.9",,"1,944.9",,47.5,,47.5,,295.0,,"9,818.5",,
,,,,,Total,,188,254,,"3,184.8",,"6,873.4",,"5,922.3",,300.2,,270.3,,"2,532.4",,"27,002.4",,
IL,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail(Metra),5118,Agency,N,CR,DO,"1,052",1156,,"41,845.0",,"44,931.9",,"42,896.0",,"1,444.5",,"1,394.9",,"72,349.8",,"1,645,354.0",,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,N,DR,PT,248,299,,0.0 ,,"5,402.8",Q,"4,435.2",Q,363.2,Q,287.1,Q,"1,113.4",,"6,799.6",,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,N,DR,DO,6,7,,0.0 ,,126.2,Q,105.0,Q,9.2,Q,6.7,Q,23.8,,144.9,,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,N,DT,PT,63,63,,0.0 ,,566.4,,566.4,,34.7,,34.7,,107.1,,566.4,,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,N,MB,DO,493,593,,"18,147.1",,"21,377.0",,"18,127.4",,"1,425.0",,"1,302.0",,"28,614.5",,"183,181.3",,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,N,MB,PT,103,130,,"1,825.8",,"2,585.6",,"1,825.4",,167.7,,131.3,,"2,016.1",,"14,076.4",,
IL,Pace - Suburban Bus Division(PACE),5113,Agency,N,VP,DO,641,696,,0.0 ,,"9,505.5",,"9,505.5",,313.3,,313.3,,"1,778.6",,"40,830.5",,
,,,,,Total,,"1,554",1788,,"19,972.8",,"39,563.4",,"34,564.9",,"2,313.1",,"2,075.1",,"33,653.6",,"245,599.0",,
IL,"Pace-Suburban Bus Division, ADA Paratransit Services(PACE)",5182,Agency,N,DR,PT,773,877,,0.0 ,,"31,616.6",Q,"27,438.1",Q,"2,478.9",Q,"1,885.5",Q,"3,396.5",,"29,026.4",,
IL,"Pace-Suburban Bus Division, ADA Paratransit Services(PACE)",5182,Agency,N,DT,PT,10,10,,0.0 ,,142.8,,142.8,,8.9,,8.9,,19.8,,142.8,,
,,,,,Total,,783,887,,0.0 ,,"31,759.5",,"27,580.9",,"2,487.8",,"1,894.4",,"3,416.3",,"29,169.2",,
IL,River Valley Metro Mass Transit District(RVMMTD),5159,City,N,DR,PT,2,3,,0.0 ,,81.3,,71.6,,6.9,,6.3,,16.7,,72.1,,
IL,River Valley Metro Mass Transit District(RVMMTD),5159,City,N,MB,PT,12,17,,859.9,,901.1,,850.3,,66.1,,62.9,,815.9,,"6,179.2",,
,,,,,Total,,14,20,,859.9,,982.5,,921.9,,73.0,,69.2,,832.5,,"6,251.3",,
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Agency,N,DR,DO,9,10,,0.0 ,,178.0,,129.8,,16.9,,14.2,,69.0,,461.9,,
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Agency,N,DR,PT,3,7,,0.0 ,,123.9,,104.9,,8.7,,7.9,,14.2,,56.3,,
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Agency,N,MB,DO,43,56,,"2,121.9",,"2,255.3",,"2,164.3",,149.8,,144.0,,"3,307.8",,"9,027.3",,
,,,,,Total,,55,73,,"2,121.9",,"2,557.1",,"2,399.0",,175.5,,166.1,,"3,391.1",,"9,545.5",,
IL,Rockford Mass Transit District(RMTD),5058,Agency,N,DR,PT,3,4,,0.0 ,,72.1,,72.1,,5.3,,5.3,,18.4,,74.6,,
IL,Rockford Mass Transit District(RMTD),5058,Agency,N,DR,DO,17,34,,0.0 ,,594.7,,505.2,,39.7,,36.0,,76.4,,586.8,,
IL,Rockford Mass Transit District(RMTD),5058,Agency,N,MB,DO,27,41,,"1,284.5",,"1,286.4",,"1,286.4",,93.6,,93.6,,"1,651.2",,"6,796.8",,
,,,,,Total,,47,79,,"1,284.5",,"1,953.3",,"1,863.8",,138.6,,134.9,,"1,746.0",,"7,458.2",,
IL,Springfield Mass Transit District(SMTD),5059,Agency,N,DR,DO,10,19,,0.0 ,,374.0,,334.0,,33.6,,31.5,,58.6,,284.1,,
IL,Springfield Mass Transit District(SMTD),5059,Agency,N,MB,DO,48,53,,"1,363.9",,"1,440.7",,"1,362.5",,110.3,,104.7,,"1,644.2",,"4,780.5",,
,,,,,Total,,58,72,,"1,363.9",,"1,814.6",,"1,696.4",,143.9,,136.2,,"1,702.9",,"5,064.6",,
IN,Bloomington Public Transportation Corporation(BT),5110,Agency,N,DR,DO,7,8,,0.0 ,,139.0,,122.5,,14.7,,13.5,,27.3,,84.2,,
IN,Bloomington Public Transportation Corporation(BT),5110,Agency,N,MB,DO,29,38,,959.1,,"1,021.0",,982.9,,92.7,,90.3,,"3,385.6",,"6,945.3",,
,,,,,Total,,36,46,,959.1,,"1,160.1",,"1,105.4",,107.4,,103.8,,"3,412.9",,"7,029.5",,
IN,City of Anderson Transportation System(CATS),5041,City,Y,DR,DO,6,,,,,,,130.3,,,,10.3,,27.6,,,,
IN,City of Anderson Transportation System(CATS),5041,City,Y,MB,DO,6,,,,,,,279.4,,,,20.5,,158.4,,,,
,,,,,Total,,12,,,,,,,409.7,,,,30.7,,185.9,,,,
IN,City of Kokomo(COK),5145,City,N,DR,DO,16,16,,0.0 ,,219.8,,199.2,,26.4,,18.6,,61.1,,245.8,,
IN,City of Kokomo(COK),5145,City,N,DT,PT,16,16,,0.0 ,,453.0,,453.0,,44.5,,44.5,,92.0,,388.4,,
IN,City of Kokomo(COK),5145,City,N,MB,DO,3,3,,74.4,,75.2,,74.4,,5.9,,5.6,,175.2,,210.5,,
,,,,,Total,,35,35,,74.4,,747.9,,726.6,,76.8,,68.6,,328.3,,844.7,,
IN,City of Valparaiso,5183,City,N,MB,PT,7,10,,264.6,,287.8,,265.2,,19.5,,15.0,,134.1,,"2,636.9",,
IN,East Chicago Transit(ECT),5042,City,N,DR,DO,1,2,,0.0 ,,30.1,,15.3,,3.2,,1.0,,6.0,,15.2,,
IN,East Chicago Transit(ECT),5042,City,N,MB,DO,4,6,,173.0,,151.8,Q,148.4,Q,11.1,Q,10.6,Q,210.0,,298.2,,
,,,,,Total,,5,8,,173.0,,181.9,,163.7,,14.3,,11.5,,216.0,,313.4,,
IN,Fort Wayne Public Transportation Corporation(Citilink),5044,Agency,N,DR,DO,10,13,,0.0 ,,294.6,,241.9,,20.4,,17.8,,44.5,,383.2,,
IN,Fort Wayne Public Transportation Corporation(Citilink),5044,Agency,N,MB,DO,30,39,,"1,442.8",,"1,473.1",,"1,437.5",,105.1,,103.6,,"1,964.4",,"6,392.3",,
,,,,,Total,,40,52,,"1,442.8",,"1,767.7",,"1,679.3",,125.5,,121.3,,"2,008.9",,"6,775.5",,
IN,Gary Public Transportation Corporation(GPTC),5045,City,N,DR,DO,3,4,,0.0 ,,114.1,,72.2,,12.0,,4.9,,12.5,,70.1,,
IN,Gary Public Transportation Corporation(GPTC),5045,City,N,MB,DO,14,21,,574.9,,596.3,,596.3,,42.4,,42.4,,647.8,,781.7,,
,,,,,Total,,17,25,,574.9,,710.4,,668.5,,54.3,,47.2,,660.3,,851.8,,
IN,Greater Lafayette Public Transportation Corporation(CityBus),5051,Agency,N,DR,DO,5,6,,0.0 ,,103.9,,91.3,,8.6,,7.7,,22.9,,120.6,,
IN,Greater Lafayette Public Transportation Corporation(CityBus),5051,Agency,N,MB,DO,55,66,,"1,624.4",,"1,869.8",,"1,631.8",,152.3,,133.6,,"5,251.0",,"11,459.1",,
,,,,,Total,,60,72,,"1,624.4",,"1,973.8",,"1,723.1",,160.8,,141.3,,"5,273.9",,"11,579.7",,
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,Agency,N,DR,PT,62,73,,0.0 ,,"3,314.6",,"2,731.0",,187.0,,164.2,,257.4,,"3,199.0",,
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,Agency,N,MB,PT,3,4,,517.9,,532.2,,517.4,,18.8,,17.7,,45.9,,461.3,,
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,Agency,N,MB,DO,120,155,,"6,169.2",,"6,969.8",,"6,160.7",,474.0,,441.8,,"9,209.0",,"36,194.5",,
,,,,,Total,,185,232,,"6,687.2",,"10,816.6",,"9,409.1",,679.8,,623.8,,"9,512.3",,"39,854.9",,
IN,Metropolitan Evansville Transit System(METS),5043,City,N,DR,DO,12,14,,0.0 ,,278.9,W,257.6,,25.0,W,22.3,,50.0,,270.5,,
IN,Metropolitan Evansville Transit System(METS),5043,City,N,MB,DO,24,30,,"1,345.5",,"1,372.1",W,"1,345.3",,90.9,W,87.5,,"2,439.5",,"8,281.5",,
,,,,,Total,,36,44,,"1,345.5",,"1,651.0",,"1,602.9",,116.0,,109.8,,"2,489.5",,"8,552.0",,
IN,Michiana Area Council of Governments(MACOG),5149,MPO,N,DR,PT,11,17,,0.0 ,,238.2,,225.6,,19.0,,14.8,,75.7,,224.3,,
IN,Michiana Area Council of Governments(MACOG),5149,MPO,N,MB,PT,9,17,,755.7,,772.3,,647.5,,40.3,,37.5,,311.9,,"2,080.4",,
,,,,,Total,,20,34,,755.7,,"1,010.5",,873.1,,59.3,,52.3,,387.5,,"2,304.7",,
IN,Muncie Indiana Transit System(MITS),5054,Agency,N,DR,DO,9,14,,0.0 ,,268.4,,236.2,,22.7,,20.7,,65.0,,203.6,,
IN,Muncie Indiana Transit System(MITS),5054,Agency,N,MB,DO,26,33,,805.2,,889.0,,802.0,,63.1,,55.3,,"1,921.8",,"5,919.1",,
,,,,,Total,,35,47,,805.2,,"1,157.5",,"1,038.3",,85.8,,76.0,,"1,986.8",,"6,122.7",,
IN,NWI Regional Bus Authority(RBA),5192,Agency,N,CB,PT,2,2,,34.4,,69.8,,34.4,,2.8,,1.5,,22.7,,749.6,,
IN,NWI Regional Bus Authority(RBA),5192,Agency,N,DT,PT,9,9,,0.0 ,,59.5,,59.5,,3.5,,3.5,,16.1,,61.3,,
IN,NWI Regional Bus Authority(RBA),5192,Agency,N,MB,PT,19,21,,778.2,,773.8,,707.4,,54.7,,50.4,,294.1,,"1,043.9",,
,,,,,Total,,30,32,,812.6,,903.2,,801.3,,61.0,,55.4,,332.9,,"1,854.8",,
IN,North Township of Lake County Dial-A-Ride,5103,City,N,DR,DO,3,5,,0.0 ,,64.2,,54.2,,4.9,,3.9,,10.2,,63.3,,
IN,Northern Indiana Commuter Transportation District(NICTD),5104,Agency,N,CR,DO,66,82,,"3,421.8",,"3,786.7",,"3,450.9",,105.8,,96.5,,"3,706.7",,"107,122.9",,
IN,"Opportunity Enterprises, Inc.(OE)",5131,Non-Profit,Y,DR,DO,15,,,,,,,273.9,,,,18.6,,55.3,,,,
IN,"Porter County Aging and Community Services, Inc.(PCACS)",5179,Non-Profit,N,DR,DO,7,12,,0.0 ,,310.5,,279.2,,16.7,,15.1,,26.3,,216.4,,
IN,South Bend Public Transportation Corporation(Transpo),5052,Agency,N,DR,DO,11,14,,0.0 ,,303.3,,259.1,,21.3,,18.5,,51.7,,438.4,,
IN,South Bend Public Transportation Corporation(Transpo),5052,Agency,N,MB,DO,41,54,,"1,595.1",,"1,648.3",,"1,591.4",,118.1,,110.0,,"2,204.2",,"8,152.7",,
,,,,,Total,,52,68,,"1,595.1",,"1,951.7",,"1,850.5",,139.5,,128.5,,"2,255.9",,"8,591.1",,
IN,"South Lake County Community Services, Inc.(SLCCS)",5167,Non-Profit,N,DR,DO,8,10,,0.0 ,,246.2,,214.1,,15.6,,14.0,,23.6,,234.8,,
IN,Terre Haute Transit Utility(THTU),5053,City,N,DR,DO,2,3,,0.0 ,,49.6,,34.9,,11.0,,9.6,,14.3,,74.1,,
IN,Terre Haute Transit Utility(THTU),5053,City,N,MB,DO,8,11,,363.5,,341.5,,312.2,,35.9,,32.9,,343.1,,456.5,,
,,,,,Total,,10,14,,363.5,,391.1,,347.1,,47.0,,42.5,,357.4,,530.6,,
IN,TransPorte(Our Citys Wheels),5162,City,Y,DR,DO,7,,,,,,,113.1,,,,12.9,,37.5,,,,
KS,City of Lawrence,7048,Consolidated,N,DR,PT,11,14,,0.0 ,,292.8,,262.2,,26.3,,24.6,,54.1,,210.3,,
KS,City of Lawrence,7048,Consolidated,N,MB,PT,40,64,,905.5,,944.6,,867.9,,88.9,,84.4,,"2,765.4",,"5,779.7",,
,,,,,Total,,51,78,,905.5,,"1,237.4",,"1,130.2",,115.2,,109.0,,"2,819.5",,"5,990.0",,
KS,"Johnson County Kansas, aka: Johnson County Transit(The JO)",7035,City,N,DR,PT,34,51,,0.0 ,,"1,075.6",Q,738.4,Q,53.3,Q,40.1,Q,99.2,Q,792.1,Q,
KS,"Johnson County Kansas, aka: Johnson County Transit(The JO)",7035,City,N,MB,PT,61,69,,"1,325.7",,"2,010.9",,"1,292.1",,88.1,,64.5,,602.6,,"11,208.0",,
,,,,,Total,,95,120,,"1,325.7",,"3,086.4",,"2,030.5",,141.4,,104.7,,701.7,,"12,000.1",,
KS,Topeka Metropolitan Transit Authority(TMTA),7014,Agency,N,DR,DO,13,15,,0.0 ,,408.3,,361.7,,28.8,,25.7,,64.0,,450.2,Q,
KS,Topeka Metropolitan Transit Authority(TMTA),7014,Agency,N,DT,PT,15,15,,0.0 ,,150.5,,150.5,,6.2,,6.2,,34.8,,183.0,,
KS,Topeka Metropolitan Transit Authority(TMTA),7014,Agency,N,MB,DO,23,30,,860.1,,888.2,,853.6,,61.4,,59.2,,"1,152.3",,"4,263.5",Q,
,,,,,Total,,51,60,,860.1,,"1,447.0",,"1,365.8",,96.4,,91.2,,"1,251.1",,"4,896.7",,
KS,Unified Government Transit Department,7047,City,Y,DR,DO,5,,,,,,,88.2,,,,16.8,,6.4,,,,
KS,Unified Government Transit Department,7047,City,Y,MB,DO,12,,,,,,,259.1,,,,19.2,,130.3,,,,
,,,,,Total,,17,,,,,,,347.3,,,,36.0,,136.7,,,,
KS,Wichita Transit(WT),7015,City,N,DR,PT,93,161,,0.0 ,,"1,674.5",,"1,384.8",,175.9,,159.0,,388.6,,"1,417.5",,
KS,Wichita Transit(WT),7015,City,N,DR,DO,17,24,,0.0 ,,716.1,,651.7,,41.3,,38.3,,73.2,,680.9,,
KS,Wichita Transit(WT),7015,City,N,MB,DO,43,52,,"1,448.1",,"1,592.9",Q,"1,490.0",Q,97.3,Q,92.1,Q,"2,187.6",,"10,773.6",,
,,,,,Total,,153,237,,"1,448.1",,"3,983.6",,"3,526.5",,314.5,,289.4,,"2,649.4",,"12,872.1",,
KY,Ashland Bus System(ABS),4016,City,Y,DR,DO,4,,,,,,,76.4,,,,6.7,,16.5,,,,
KY,Ashland Bus System(ABS),4016,City,Y,MB,DO,6,,,,,,,240.8,,,,13.1,,164.4,,,,
,,,,,Total,,10,,,,,,,317.2,,,,19.8,,180.9,,,,
KY,Lexington Transit Authority(LexTran),4017,Agency,N,DR,PT,39,45,,0.0 ,,"1,697.3",,"1,410.6",,116.2,,99.6,,165.8,,"1,412.6",,
KY,Lexington Transit Authority(LexTran),4017,Agency,N,MB,DO,46,59,,"2,410.1",,"2,413.3",,"2,305.8",,195.8,,188.7,,"5,736.0",,"20,883.3",,
,,,,,Total,,85,104,,"2,410.1",,"4,110.6",,"3,716.3",,312.0,,288.4,,"5,901.8",,"22,295.9",,
KY,The City of Bowling Green/Community Action of Southern Kentucky(CASK),4184,City,Y,DR,DO,8,,,,,,,47.6,,,,5.4,,11.1,,,,
KY,The City of Bowling Green/Community Action of Southern Kentucky(CASK),4184,City,Y,MB,DO,6,,,,,,,174.8,,,,14.3,,97.2,,,,
,,,,,Total,,14,,,,,,,222.3,,,,19.8,,108.3,,,,
KY,Transit Authority of Central Kentucky(TACK Transportation),4191,Agency,N,DR,DO,69,69,,0.0 ,,"2,180.7",,"1,535.8",,121.9,,97.6,,117.8,,"1,535.8",Q,
KY,Transit Authority of Central Kentucky(TACK Transportation),4191,Agency,N,MB,DO,4,4,,40.8,,50.4,,40.8,,5.2,,4.5,,308.8,,40.8,Q,
KY,Transit Authority of Central Kentucky(TACK Transportation),4191,Agency,N,VP,DO,23,25,,0.0 ,,243.8,,243.8,,8.1,,8.1,,79.7,,243.8,Q,
,,,,,Total,,96,98,,40.8,,"2,474.9",,"1,820.5",,135.3,,110.1,,506.3,,"1,820.5",,
KY,Transit Authority of Northern Kentucky(TANK),4019,Agency,N,DR,DO,22,33,,0.0 ,,924.9,,864.9,,52.6,,50.0,,103.7,,920.7,,
KY,Transit Authority of Northern Kentucky(TANK),4019,Agency,N,MB,DO,82,109,,"2,773.5",,"3,549.1",,"2,878.7",,236.3,,206.4,,"3,531.1",,"20,123.3",,
,,,,,Total,,104,142,,"2,773.5",,"4,474.0",,"3,743.5",,289.0,,256.4,,"3,634.8",,"21,044.0",,
KY,Transit Authority of River City(TARC),4018,Agency,N,DR,PT,80,84,,0.0 ,,"4,221.4",,"3,770.2",,244.7,,217.5,,362.3,,"3,174.5",,
KY,Transit Authority of River City(TARC),4018,Agency,N,DR,DO,4,8,,0.0 ,,79.7,,46.9,,5.8,,2.6,,11.7,,181.9,,
KY,Transit Authority of River City(TARC),4018,Agency,N,DT,PT,45,45,,0.0 ,,562.2,,562.2,,43.9,,43.9,,57.7,,407.6,,
KY,Transit Authority of River City(TARC),4018,Agency,N,MB,PT,2,3,,20.3,,32.0,,20.3,,1.9,,1.4,,9.6,,42.9,,
KY,Transit Authority of River City(TARC),4018,Agency,N,MB,DO,175,228,,"6,839.2",,"7,695.4",,"6,593.4",,580.4,,541.1,,"14,671.6",,"54,120.1",,
,,,,,Total,,306,368,,"6,859.6",,"12,590.7",,"10,993.0",,876.7,,806.4,,"15,112.8",,"57,927.1",,
LA,Capital Area Transit System(CATS),6022,Agency,N,DR,PT,14,19,,0.0 ,,581.8,,527.8,,41.7,,38.1,,65.7,,403.7,,
LA,Capital Area Transit System(CATS),6022,Agency,N,MB,DO,43,55,,"1,691.4",,"1,639.5",,"1,541.0",,135.7,,128.3,,"3,493.9",,"15,372.1",,
,,,,,Total,,57,74,,"1,691.4",,"2,221.4",,"2,068.8",,177.4,,166.4,,"3,559.6",,"15,775.8",,
LA,City of Alexandria(Atrans),6025,City,Y,DR,DO,3,,,,,,,102.8,,,,7.4,,14.0,,,,
LA,City of Alexandria(Atrans),6025,City,Y,MB,DO,8,,,,,,,565.2,,,,34.2,,721.7,,,,
,,,,,Total,,11,,,,,,,667.9,,,,41.6,,735.8,,,,
LA,City of Monroe Transit System(MTS),6026,City,Y,DR,DO,2,,,,,,,55.5,,,,5.8,,9.2,,,,
LA,City of Monroe Transit System(MTS),6026,City,Y,MB,DO,15,,,,,,,795.2,,,,52.9,,"1,179.7",,,,
,,,,,Total,,17,,,,,,,850.7,,,,58.8,,"1,188.8",,,,
LA,Crescent City Connection Division - Louisiana Department of Transportation(CCCD),6020,State DOT,N,FB,DO,3,6,,28.3,,28.3,,28.3,,14.2,,14.2,,"2,220.8",Q,"1,110.4",Q,
LA,Jefferson Parish Department of Transit Administration(Jet),6088,City,N,DR,PT,14,16,,0.0 ,,412.7,,335.8,,39.9,,34.2,,70.1,,457.2,,
LA,Jefferson Parish Department of Transit Administration(Jet),6088,City,N,MB,PT,29,42,,"1,442.8",,"1,545.1",,"1,442.1",,101.9,,96.6,,"1,969.7",,"10,179.2",,
,,,,,Total,,43,58,,"1,442.8",,"1,957.8",,"1,777.9",,141.8,,130.8,,"2,039.8",,"10,636.4",,
LA,Lafayette Transit System(LTS),6038,City,N,DR,PT,5,6,,0.0 ,,257.1,Q,223.2,Q,21.8,Q,19.3,Q,28.5,,176.6,,
LA,Lafayette Transit System(LTS),6038,City,N,MB,PT,4,5,,101.5,,105.1,Q,89.5,Q,6.8,Q,5.9,Q,29.8,,442.5,Q,
LA,Lafayette Transit System(LTS),6038,City,N,MB,DO,13,21,,646.8,,618.7,Q,562.4,Q,44.8,Q,42.6,Q,"1,444.9",,"7,231.7",Q,
,,,,,Total,,22,32,,748.3,,980.9,,875.0,,73.5,,67.8,,"1,503.2",,"7,850.8",,
LA,New Orleans Regional Transit Authority(NORTA),6032,Agency,N,DR,PT,31,45,,0.0 ,,"1,142.3",,"1,061.0",,87.8,,81.5,,183.3,,"1,469.0",,
LA,New Orleans Regional Transit Authority(NORTA),6032,Agency,N,MB,PT,65,86,,"3,842.4",,"3,969.3",,"3,830.8",,313.7,,302.5,,"11,466.4",,"44,922.4",,
LA,New Orleans Regional Transit Authority(NORTA),6032,Agency,N,SR,PT,22,66,,948.5,,952.6,,923.7,,130.3,,127.2,,"8,984.8",,"20,813.9",,
,,,,,Total,,118,197,,"4,790.8",,"6,064.1",,"5,815.4",,531.8,,511.2,,"20,634.6",,"67,205.3",,
LA,Shreveport Area Transit System(SporTran),6024,City,N,DR,PT,9,14,,0.0 ,,434.6,,395.4,,31.3,,28.9,,38.0,,362.1,,
LA,Shreveport Area Transit System(SporTran),6024,City,N,MB,DO,37,52,,"2,271.9",,"2,380.0",,"2,254.6",,153.0,,149.4,,"3,316.5",,"16,445.8",,
,,,,,Total,,46,66,,"2,271.9",,"2,814.6",,"2,650.0",,184.4,,178.3,,"3,354.5",,"16,807.9",,
LA,St. Bernard Urban Rapid Transit(SBURT),6058,City,Y,RB,DO,4,,,,,,,155.0,,,,8.0,,10.3,,,,
LA,St. Tammany Parish Government(goSTAT),6109,City,Y,DR,PT,6,,,,,,,293.9,,,,19.0,,46.1,,,,
LA,Terrebonne Parish Consolidated Government(Good Earth Transit),6080,City,Y,DR,DO,2,,,,,,,21.8,,,,1.1,,3.3,,,,
LA,Terrebonne Parish Consolidated Government(Good Earth Transit),6080,City,Y,MB,DO,7,,,,,,,384.5,,,,21.4,,173.0,,,,
,,,,,Total,,9,,,,,,,406.3,,,,22.5,,176.4,,,,
MA, Brockton Area Transit Authority(BAT),1004,Agency,N,DR,PT,48,52,,0.0 ,,945.0,,859.0,,85.1,,77.3,,195.6,,"1,271.7",,
MA, Brockton Area Transit Authority(BAT),1004,Agency,N,MB,PT,47,60,,"1,379.2",,"1,497.3",,"1,361.2",,134.2,,122.2,,"2,930.7",,"19,342.6",,
,,,,,Total,,95,112,,"1,379.2",,"2,442.2",,"2,220.2",,219.3,,199.5,,"3,126.3",,"20,614.3",,
MA,Berkshire Regional Transit Authority(BRTA),1007,Agency,N,DR,PT,12,19,,0.0 ,,169.8,,169.8,,19.8,,19.8,,29.5,,144.7,,
MA,Berkshire Regional Transit Authority(BRTA),1007,Agency,N,DT,PT,4,4,,0.0 ,,4.2,,4.2,,0.4,,0.4,,3.7,,5.0,,
MA,Berkshire Regional Transit Authority(BRTA),1007,Agency,N,MB,PT,15,25,,848.6,,935.4,,848.1,,52.9,,49.9,,517.0,,"2,895.3",,
,,,,,Total,,31,48,,848.6,,"1,109.4",,"1,022.1",,73.1,,70.1,,550.3,,"3,045.0",,
MA,Berkshire Regional Transit Authority Council on Aging(BRTA),1125,Consolidated,Y,DR,PT,15,,,,,,,234.2,,,,26.6,,57.2,,,,
MA,Cape Ann Transportation Authority(CATA),1053,Agency,N,DR,PT,8,10,,0.0 ,,201.1,,195.1,,13.9,,10.8,,33.0,Q,195.1,Q,
MA,Cape Ann Transportation Authority(CATA),1053,Agency,N,MB,PT,14,18,,260.0,,292.6,Q,260.0,Q,20.5,Q,17.8,Q,214.3,Q,260.0,Q,
,,,,,Total,,22,28,,260.0,,493.7,,455.1,,34.4,,28.6,,247.3,,455.1,,
MA,Cape Cod Regional Transit Authority(CCRTA),1105,Agency,N,DR,PT,60,64,,0.0 ,,"3,347.8",,"2,949.1",,204.6,,182.2,,418.0,,"4,263.1",,
MA,Cape Cod Regional Transit Authority(CCRTA),1105,Agency,N,MB,PT,23,25,,"1,315.7",,"1,384.1",,"1,264.8",,100.1,,92.8,,581.8,,"9,831.6",,
,,,,,Total,,83,89,,"1,315.7",,"4,731.9",,"4,213.9",,304.7,,275.0,,999.7,,"14,094.7",,
MA,Greater Attleboro-Taunton Regional Transit Authority(GATRA),1064,Agency,N,CB,PT,5,7,,341.9,,360.1,,335.3,,9.5,,9.0,,103.2,,"6,561.0",,
MA,Greater Attleboro-Taunton Regional Transit Authority(GATRA),1064,Agency,N,DR,PT,60,63,,0.0 ,,"1,469.5",,"1,274.4",,112.2,,97.4,,225.0,,"1,519.0",,
MA,Greater Attleboro-Taunton Regional Transit Authority(GATRA),1064,Agency,N,MB,PT,34,44,,"1,420.3",,"1,520.5",,"1,418.2",,87.5,,81.7,,733.9,,"4,109.8",,
,,,,,Total,,99,114,,"1,762.2",,"3,350.1",,"3,027.9",,209.2,,188.0,,"1,062.1",,"12,189.8",,
MA,Lowell Regional Transit Authority(LRTA),1005,Agency,N,DR,DO,11,12,,0.0 ,,156.8,,136.8,,14.3,,13.1,,37.5,,208.1,,
MA,Lowell Regional Transit Authority(LRTA),1005,Agency,N,DR,PT,15,20,,0.0 ,,375.1,,351.3,,25.8,,24.4,,56.5,,277.4,,
MA,Lowell Regional Transit Authority(LRTA),1005,Agency,N,MB,PT,42,47,,"1,155.9",,"1,212.8",,"1,155.7",,83.1,,80.3,,"1,417.6",,"5,287.5",,
,,,,,Total,,68,79,,"1,155.9",,"1,744.8",,"1,643.8",,123.1,,117.8,,"1,511.6",,"5,773.0",,
MA,Massachusetts Bay Transportation Authority(MBTA),1003,Agency,N,CR,PT,406,497,,"22,869.6",,"23,329.9",,"22,869.6",,789.0,,776.9,,"36,212.9",,"749,345.9",,
MA,Massachusetts Bay Transportation Authority(MBTA),1003,Agency,N,DR,PT,702,728,,0.0 ,,"22,756.7",,"18,831.4",,"1,935.8",,"1,567.8",,"2,360.0",,"16,011.0",,
MA,Massachusetts Bay Transportation Authority(MBTA),1003,Agency,N,FB,PT,15,16,,307.1,,310.5,,305.9,,22.4,,21.6,,"1,309.2",,"10,510.6",,
