State,Name, Org,Mode,Vehicles Operated in Maximum Service,,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Actual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Annual Unlinked Passenger Trips,,Annual Passenger Miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Southwest Missouri State,7036-B,MBp,11,,16,,160.3 ,,170.9 ,,160.3 ,,22.0 ,,20.7 ,,662.6 ,,485.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Springfield Utilities,7003-A,DR,4,,5,,0.0 ,,146.0 ,,127.2 ,,9.9 ,,9.1 ,,19.9 ,,131.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,18,,23,,970.3 ,,975.1 ,,953.7 ,,70.1 ,,68.1 ,,"1,241.8 ",,"3,697.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,22,,28,,970.3 ,,"1,121.1 ",,"1,080.9 ",,80.0 ,,77.2 ,,"1,261.6 ",,"3,828.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,St Joseph Transit Mgmt,7032-A,DR,10,,12,,0.0 ,,439.7 ,,413.9 ,,40.0 ,,38.2 ,,310.3 ,,"1,147.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,6,,9,,295.1 ,,308.4 ,,295.1 ,,25.2 ,,23.5 ,,171.3 ,,487.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,16,,21,,295.1 ,,748.1 ,,709.0 ,,65.2 ,,61.8 ,,481.6 ,,"1,635.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,City of Jackson Trans Sys,4015-A,DR,8,,11,,0.0 ,,315.2 ,,315.2 ,,22.5 ,,22.5 ,,44.2 ,,315.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,27,,38,,997.6 ,,"1,014.3 ",,932.3 ,,61.9 ,,58.3 ,,759.2 ,,"1,137.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,35,,49,,997.6 ,,"1,329.6 ",,"1,247.5 ",,84.3 ,,80.8 ,,803.5 ,,"1,452.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Mississippi Coast TA,4014-A,DR,17,,20,,0.0 ,,543.6 ,,543.6 ,,33.9 ,,33.9 ,,132.4 ,Q,"1,265.6 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,20,,24,,887.4 ,,939.3 ,,881.0 ,,72.1 ,,68.3 ,,670.5 ,,"4,095.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,37,,44,,887.4 ,,"1,482.9 ",,"1,424.6 ",,105.9 ,,102.2 ,,802.8 ,Q,"5,361.6 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,Billings Metro Transit,8004-A,DR,11,,15,,0.0 ,,196.0 ,,158.1 ,,18.0 ,,15.2 ,,65.2 ,,390.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,20,,20,,643.5 ,,661.2 ,,643.0 ,,41.5 ,,40.4 ,,652.9 ,,"2,105.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,31,,35,,643.5 ,,857.1 ,,801.1 ,,59.5 ,,55.6 ,,718.2 ,,"2,495.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,Great Falls Transit Dist,8012-B,DRp,14,Q,17,,0.0 ,,483.0 ,Q,446.1 ,Q,38.5 ,Q,36.3 ,Q,435.6 ,Q,449.6 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,14,,17,,446.1 ,,483.0 ,,446.1 ,,38.5 ,,36.3 ,,435.6 ,,449.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,28,,34,,446.1 ,,965.9 ,Q,892.2 ,Q,77.0 ,Q,72.6 ,Q,871.3 ,Q,899.1 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,Missoula Urban Transport,8009-A,DR,3,,4,,0.0 ,,74.1 ,,71.9 ,,6.5 ,,6.3 ,,14.4 ,,50.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,15,,21,,545.3 ,,569.6 ,,545.3 ,,37.5 ,,35.8 ,,693.3 ,,"2,756.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,18,,25,,545.3 ,,643.7 ,,617.2 ,,44.1 ,,42.1 ,,707.7 ,,"2,806.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Asheville Transit Auth,4005-B,DRp,6,,22,,0.0 ,,162.6 ,,162.6 ,,15.5 ,,15.5 ,,26.7 ,,166.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,12,,16,,576.2 ,,583.6 ,,575.4 ,,43.0 ,,42.2 ,,"1,132.3 ",,"3,431.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,18,,38,,576.2 ,,746.2 ,,738.0 ,,58.5 ,,57.7 ,,"1,159.1 ",,"3,597.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Capital Area Transit,4007-A,DR,9,,10,,0.0 ,,489.0 ,,449.5 ,,39.9 ,,34.5 ,,290.9 ,,0.0 ,W,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,44,,59,,"1,572.8 ",,"1,655.7 ",,"1,572.8 ",,130.4 ,,126.9 ,,"4,283.1 ",,"12,465.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,53,,69,,"1,572.8 ",,"2,144.7 ",,"2,022.3 ",,170.3 ,,161.4 ,,"4,574.1 ",,"12,465.3 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Chapel Hill Transit,4051-A,DR,8,,14,,0.0 ,,308.7 ,,308.7 ,,20.7 ,,20.7 ,,60.3 ,,278.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,45,,54,,"1,278.1 ",,"1,311.9 ",,"1,261.5 ",,97.3 ,,93.5 ,,"2,916.3 ",,"4,239.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,53,,68,,"1,278.1 ",,"1,620.6 ",,"1,570.2 ",,118.0 ,,114.2 ,,"2,976.6 ",,"4,518.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Charlotte DOT,4008-B,DR,47,,59,,0.0 ,,"1,493.8 ",,"1,296.6 ",,106.1 ,,93.5 ,,163.3 ,,"1,408.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,3,,3,,0.0 ,,76.5 ,,65.5 ,,7.9 ,,7.4 ,,29.1 ,,123.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,151,,175,,"6,182.5 ",,"6,814.8 ",,"6,181.3 ",,496.4 ,,453.2 ,,"12,784.9 ",,"55,068.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,14,,14,,456.2 ,,533.8 ,,456.2 ,,30.4 ,,27.3 ,,156.3 ,,643.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VP,63,,70,,0.0 ,,"1,629.2 ",,"1,580.2 ",,187.0 ,,184.2 ,,270.8 ,,"13,180.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,278,,321,,"6,638.7 ",,"10,548.0 ",,"9,579.8 ",,827.9 ,,765.6 ,,"13,404.3 ",,"70,422.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Durham Area Transit,4087-B,DRp,34,,40,,0.0 ,,646.1 ,,568.2 ,,47.3 ,,43.0 ,,77.2 ,,468.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,29,,35,,"1,860.2 ",,"1,892.8 ",,"1,823.7 ",,142.6 ,,136.8 ,,"3,557.6 ",,"11,505.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,63,,75,,"1,860.2 ",,"2,538.9 ",,"2,391.9 ",,189.9 ,,179.7 ,,"3,634.7 ",,"11,974.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Fayetteville Area System,4009-A,DR,14,,18,,0.0 ,,488.0 ,,488.0 ,,22.9 ,,22.9 ,,71.7 ,,557.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,19,,24,,830.3 ,,862.5 ,,830.3 ,,72.5 ,,70.6 ,,"1,253.3 ",,"3,841.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,33,,42,,830.3 ,,"1,350.6 ",,"1,318.3 ",,95.4 ,,93.5 ,,"1,325.0 ",,"4,398.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Greensboro Transit Auth,4093-B,DRp,18,Q,32,,0.0 ,,854.3 ,,768.6 ,Q,53.7 ,,46.4 ,,170.2 ,,"1,309.7 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,22,,28,,918.4 ,,927.8 ,,918.4 ,,71.8 ,,70.4 ,,"1,588.7 ",,"7,459.2 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,40,,60,,918.4 ,,"1,782.1 ",,"1,687.0 ",,125.5 ,,116.9 ,,"1,758.9 ",,"8,768.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,High Point Transit,4011-B,DR,3,,3,,0.0 ,,64.7 ,,64.7 ,,6.7 ,,6.7 ,,23.8 ,,71.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,3,,4,,0.0 ,,58.1 ,,58.1 ,,9.8 ,,9.8 ,,18.9 ,,55.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,12,,16,,388.7 ,,390.5 ,,388.7 ,,29.1 ,,28.5 ,,831.2 ,,"2,493.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,18,,23,,388.7 ,,513.4 ,,511.5 ,,45.6 ,,45.1 ,,873.9 ,,"2,619.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Research Triangle RPTA,4108-A,MB,36,,45,,"1,362.6 ",,"1,681.3 ",,"1,357.4 ",,93.6 ,,61.5 ,,619.5 ,,"5,990.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VP,50,,64,,0.0 ,,965.7 ,,782.5 ,,26.5 ,,19.7 ,,255.5 ,,"8,569.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,86,,109,,"1,362.6 ",,"2,647.0 ",,"2,139.9 ",,120.0 ,,81.1 ,,875.0 ,,"14,559.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Wilmington Transit Auth,4006-A,DR,2,,6,,0.0 ,,28.4 ,,15.6 ,,2.8 ,,1.5 ,,4.4 ,,14.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,12,,24,,512.9 ,,523.2 ,,512.3 ,,40.1 ,,39.2 ,,"1,159.0 ",,"2,901.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,14,,30,,512.9 ,,551.6 ,,527.9 ,,42.9 ,,40.7 ,,"1,163.4 ",,"2,916.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,Winston-Salem Transit,4012-A,DR,14,,22,,0.0 ,,402.0 ,,371.0 ,,33.1 ,,29.7 ,,96.4 ,,375.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,43,,58,,"1,362.3 ",,"1,589.2 ",,"1,362.3 ",,126.4 ,,121.6 ,,"2,712.2 ",,"5,390.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VP,59,,73,,0.0 ,,"1,425.3 ",,"1,265.7 ",,34.2 ,,28.8 ,,485.5 ,,"9,844.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,116,,153,,"1,362.3 ",,"3,416.5 ",,"2,999.0 ",,193.6 ,,180.1 ,,"3,294.1 ",,"15,611.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Bis-Man Transit Board,8019-B,DRp,27,,30,,0.0 ,,679.3 ,,679.3 ,,52.2 ,,52.2 ,,185.7 ,,679.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Fargo Metro Area Transit,8003-B,DRp,6,,7,,0.0 ,,182.8 ,,169.4 ,,15.9 ,,15.0 ,,33.9 ,,166.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,11,,13,,497.1 ,,508.5 ,,496.2 ,,34.2 ,,32.6 ,,443.6 ,,"1,307.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,17,,20,,497.1 ,,691.3 ,,665.6 ,,50.1 ,,47.7 ,,477.5 ,,"1,474.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Grand Forks City Bus,8008-B,DRp,9,,9,,0.0 ,,231.6 ,,191.4 ,,18.8 ,,14.2 ,,57.5 ,,184.6 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,10,,14,,335.1 ,,317.7 ,Q,294.0 ,,21.6 ,,20.9 ,,785.0 ,,"1,797.5 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,19,,23,,335.1 ,,549.3 ,Q,485.4 ,,40.4 ,,35.1 ,,842.6 ,,"1,982.0 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,Omaha Transit Authority,7002-A,DR,13,,15,,0.0 ,,380.9 ,,347.0 ,,25.9 ,,23.1 ,,39.6 ,,222.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,104,,130,,"3,688.6 ",,"4,050.7 ",,"3,686.2 ",,297.7 ,,281.3 ,,"4,275.6 ",,"15,735.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,117,,145,,"3,688.6 ",,"4,431.7 ",,"4,033.3 ",,323.6 ,,304.4 ,,"4,315.2 ",,"15,957.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,StarTRAN,7001-B,DR,7,,8,,0.0 ,,206.3 ,,182.8 ,,17.2 ,,14.3 ,,28.9 ,,147.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,32,,32,,0.0 ,,120.3 ,,108.0 ,,6.1 ,,5.5 ,,25.0 ,,121.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,48,,57,,"1,305.5 ",,"1,366.2 ",,"1,305.5 ",,101.8 ,,97.2 ,,"1,598.6 ",,"8,053.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,87,,97,,"1,305.5 ",,"1,692.8 ",,"1,596.2 ",,125.1 ,,116.9 ,,"1,652.5 ",,"8,321.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,Manchester Transit Auth,1002-A,DR,3,,5,,0.0 ,,39.6 ,,30.7 ,,3.8 ,,3.0 ,,6.0 ,,30.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,12,,15,,433.7 ,,454.4 ,,433.7 ,,33.9 ,,29.6 ,,438.4 ,,"2,268.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,15,,20,,433.7 ,,494.0 ,,464.4 ,,37.7 ,,32.5 ,,444.4 ,,"2,299.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,Nashua Transit System,1087-B,DRp,8,,10,,0.0 ,,258.9 ,,246.0 ,,17.8 ,,16.2 ,,50.7 ,,434.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,6,,8,,183.3 ,,183.4 ,,175.0 ,,15.0 ,,14.0 ,,257.9 ,,"1,147.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,14,,18,,183.3 ,,442.3 ,,421.0 ,,32.8 ,,30.1 ,,308.6 ,,"1,582.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Academy Lines,2122-G,MB,215,,226,,"7,756.6 ",,"8,903.8 ",,"7,679.7 ",,357.2 ,,324.9 ,,"3,500.9 ",,"214,191.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Community Transit,2160-G,MB,21,,23,,951.7 ,,"1,173.0 ",,949.8 ,,74.3 ,,66.4 ,,661.1 ,,"15,960.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Cumberland Cnty Off Aging,2155-A,DR,23,,29,,0.0 ,,529.6 ,,529.6 ,,39.6 ,,39.6 ,,135.3 ,,529.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,DeCamp Bus Lines,2161-G,MB,66,,79,,"2,109.2 ",,"2,725.0 ",,"2,106.2 ",,167.7 ,,139.8 ,,"2,571.0 ",,"36,226.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Hudson Transit Lines,2126-G,MB,127,,157,,"7,508.1 ",,"7,647.4 ",,"7,428.6 ",,332.6 ,,326.1 ,,"2,783.5 ",,"153,098.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Lafeyette-Greenville,2162-G,MB,23,,29,,789.6 ,,857.7 ,,780.4 ,,169.0 ,,156.0 ,,"2,807.2 ",,"16,842.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Lakeland Bus Lines,2163-G,MB,51,,84,,"2,721.5 ",,"3,258.0 ",,"2,716.0 ",,91.4 ,,78.9 ,,"1,746.0 ",,"45,756.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Leisure Line,2164-G,MB,36,,36,,613.1 ,,870.5 ,,569.4 ,,27.0 ,,19.2 ,,441.0 ,,"25,841.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,New Jersey Transit,2080-B,CR,690,,826,,"44,344.9 ",,"47,718.8 ",,"44,162.2 ",,"1,454.1 ",,"1,313.8 ",,"62,380.4 ",,"1,293,543.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CRp,45,,75,,"1,391.2 ",,"1,391.2 ",,"1,391.2 ",,26.3 ,,26.3 ,,"1,514.0 ",,"55,864.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,134,,143,,0.0 ,,"5,770.5 ",,"4,658.9 ",,328.8 ,,272.2 ,,341.7 ,,"2,677.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LR,16,,22,,540.5 ,,540.5 ,,540.5 ,,45.3 ,,45.3 ,,"4,107.6 ",,"10,058.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LRp,12,,29,,119.8 ,,119.8 ,,119.8 ,,12.1 ,,12.1 ,,245.0 ,,649.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,"1,682",,"1,955",,"65,155.9 ",,"82,148.0 ",,"65,372.0 ",,"4,991.7 ",,"4,292.8 ",,"141,403.9 ",,"828,865.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,143,,191,,"5,980.3 ",,"6,418.7 ",,"5,895.4 ",,451.5 ,,426.6 ,,"8,375.8 ",,"37,027.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VPp,67,,67,,0.0 ,,"1,332.9 ",,"1,332.9 ",,37.0 ,,37.0 ,,241.3 ,,"9,318.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,"2,789",,"3,308",,"117,532.6 ",,"145,440.3 ",,"123,472.8 ",,"7,346.8 ",,"6,426.1 ",,"218,609.7 ",,"2,238,005.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,New York-New Jersey (45),2132-G,MB,52,,73,,"1,232.1 ",,"1,340.3 ",,"1,178.7 ",,156.5 ,,145.1 ,,"4,389.9 ",,"8,760.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Olympia Trails Bus,2165-G,MB,35,,47,,"2,436.9 ",,"2,677.3 ",,"2,398.9 ",,159.8 ,,129.7 ,,"1,262.1 ",,"22,708.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Orange-Newark-Elizabeth,2166-G,MB,37,,46,,"1,524.5 ",,"1,705.5 ",,"1,515.4 ",,180.5 ,,168.8 ,,"9,773.8 ",,"29,371.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Port Authority Transit,2075-A,HR,96,,121,,"4,113.0 ",,"4,389.1 ",,"4,097.8 ",,151.3 ,,141.3 ,,"10,581.1 ",,"93,220.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,South Orange Ave IBOA,2167-G,MB,33,,42,,"1,204.2 ",,"1,295.0 ",,"1,198.0 ",,134.9 ,,129.6 ,,"5,859.6 ",,"18,559.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Suburban Transit Corp,2128-G,MB,194,,249,,"11,634.4 ",,"11,818.8 ",,"11,394.2 ",,541.9 ,,525.0 ,,"5,513.6 ",,"196,093.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Trans-Bridge Lines,2169-G,MB,33,,35,,"2,987.6 ",,"3,000.7 ",,"2,967.7 ",,61.8 ,,57.0 ,,794.8 ,,"71,527.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Trans-Hudson Express,2168-G,MB,47,,57,,"1,302.9 ",,"1,481.7 ",,"1,266.2 ",,128.0 ,,115.0 ,,"4,440.3 ",,"20,610.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Vanpool of New Jersey,2170-D,VP,124,,124,,0.0 ,,"2,770.5 ",,"2,770.5 ",,73.4 ,,73.4 ,,469.6 ,,"17,788.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Las Cruces Area Transit,6049-A,DR,8,,11,,0.0 ,,146.7 ,,112.9 ,,15.6 ,,13.2 ,,43.2 ,,157.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,10,,18,,360.7 ,,400.2 ,,388.7 ,,33.4 ,,31.3 ,,633.5 ,,"2,301.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,18,,29,,360.7 ,,546.9 ,,501.7 ,,49.0 ,,44.5 ,,676.7 ,,"2,459.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Sun Tran of Albuquerque,6019-A,DR,33,,38,,0.0 ,,"1,663.3 ",,"1,291.0 ",,100.7 ,,73.7 ,,153.1 ,,"1,446.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,104,,120,,"3,996.7 ",,"4,843.6 ",,"4,076.6 ",,298.1 ,,242.5 ,,"6,224.3 ",,"20,366.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,137,,158,,"3,996.7 ",,"6,506.9 ",,"5,367.5 ",,398.8 ,,316.2 ,,"6,377.3 ",,"21,813.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,ATC\VanCom,9152-D,DR,115,,125,,0.0 ,,"5,144.5 ",Q,"4,753.9 ",Q,373.3 ,Q,331.1 ,Q,564.5 ,,"4,526.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,231,,296,,"15,577.6 ",,"16,973.9 ",,"15,494.4 ",,"1,265.7 ",,"1,211.1 ",,"49,555.4 ",,"164,802.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,346,,421,,"15,577.6 ",,"22,118.4 ",Q,"20,248.3 ",Q,"1,639.0 ",Q,"1,542.2 ",Q,"50,119.9 ",,"169,328.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,RTC of Washoe County,9001-B,DRp,33,,38,,0.0 ,,"1,408.8 ",,"1,270.0 ",,86.2 ,,78.1 ,,219.6 ,,"1,372.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,52,,60,,"2,955.0 ",,"3,086.8 ",,"2,945.8 ",,241.7 ,,236.4 ,,"7,730.4 ",,"24,891.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,85,,98,,"2,955.0 ",,"4,495.7 ",,"4,215.9 ",,327.9 ,,314.5 ,,"7,950.0 ",,"26,264.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,American Transit,2173-D,DR,128,,154,,0.0 ,,"4,803.0 ",,"3,648.7 ",,420.2 ,,348.3 ,,374.4 ,,"3,879.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Atlantic Paratrans,2159-D,DR,296,,329,,0.0 ,,"8,790.0 ",,"8,097.7 ",,899.0 ,,799.9 ,,759.5 ,,"9,157.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,"Atlantic Paratrans, Inc.",8023-D,DR,106,,134,,0.0 ,,"3,456.3 ",,"3,175.9 ",,283.5 ,Q,222.7 ,,284.7 ,,"3,560.6 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Broome County Dept of PW,2003-B,DR,5,,8,,0.0 ,,288.5 ,,213.8 ,,12.8 ,,10.7 ,,24.0 ,,445.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,9,,10,,0.0 ,,360.7 ,,313.6 ,,27.0 ,,24.3 ,,64.0 ,,383.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,40,,47,,"1,335.9 ",,"1,437.0 ",,"1,335.9 ",,104.0 ,,98.8 ,,"3,755.6 ",,"12,227.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,54,,65,,"1,335.9 ",,"2,086.2 ",,"1,863.2 ",,143.7 ,,133.9 ,,"3,843.5 ",,"13,056.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,"CNY Centro, Inc.",2018-A,DR,14,,17,,0.0 ,,426.9 ,,390.3 ,,33.6 ,,27.9 ,,88.9 ,,547.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,131,,153,,"3,153.8 ",,"3,520.8 ",,"3,153.8 ",,278.3 ,,253.7 ,,"8,520.6 ",,"27,073.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,145,,170,,"3,153.8 ",,"3,947.7 ",,"3,544.1 ",,311.8 ,,281.6 ,,"8,609.5 ",,"27,620.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Capital District TA,2002-B,DR,19,,30,,0.0 ,,737.4 ,,737.4 ,,59.3 ,,59.3 ,,95.8 ,,628.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,197,,259,,"6,167.9 ",,"6,191.1 ",,"5,524.7 ",,497.9 ,,466.1 ,,"11,328.7 ",,"40,076.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,3,,3,,129.1 ,,129.1 ,,129.1 ,,8.4 ,,8.4 ,,45.5 ,,147.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,219,,292,,"6,297.0 ",,"7,057.6 ",,"6,391.2 ",,565.5 ,,533.8 ,,"11,470.0 ",,"40,853.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Centro of Cayuga,2116-A,MB,13,,15,,551.3 ,,573.1 ,,551.3 ,,29.4 ,,27.0 ,,395.0 ,,"4,845.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,"Centro of Oswego, Inc.",2172-A,MB,13,,14,,723.4 ,,723.4 ,Q,657.1 ,,34.1 ,,31.7 ,,609.8 ,,"3,018.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
